id,query,country,position,title,seller,price,old_price,link,legit,good_deal,notes
in_nike-air-force-1_0,Nike Air Force 1,in,0,Nike Women Force Purple Basketball Shoes (UK 8) At Nykaa Fashion - Your Online Shopping Store,Nykaa Fashion,"₹10,795",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:9202751879870593752,headlineOfferDocid:9202751879870593752,imageDocid:4136018440617124948,rds:PC_907184281466721710|PROD_PC_907184281466721710,pvt:a&hl=en&gl=in&udm=28",1,0,"Nykaa Fashion; ₹10,795 = Nike retail"
in_nike-air-force-1_1,Nike Air Force 1,in,1,Nike Air Force 1 Retro Premium Low-Tops - US6,Cettire,"₹11,229.65",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:3680133515267854943,headlineOfferDocid:3680133515267854943,imageDocid:10461282721478753192,rds:PC_230108509779077599|PROD_PC_230108509779077599,pvt:a&hl=en&gl=in&udm=28",1,0,Cettire (legit grey-market reseller); slightly above retail
in_nike-air-force-1_2,Nike Air Force 1,in,2,Nike Air Force 1 Low Retro Premium Ribbon Lace Hydrogen Blue (Women's),StockX,"₹7,575.94",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:10908844562566516261,headlineOfferDocid:10908844562566516261,imageDocid:2899099176950414766,rds:PC_230108509779077599|PROD_PC_230108509779077599,pvt:a&hl=en&gl=in&udm=28",1,1,"StockX; ₹7,576 below ~₹10.8k retail"
in_nike-air-force-1_3,Nike Air Force 1,in,3,Nike Air Force 1 Mid Paris Pollen,Court Order,"₹24,588.65",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:8300206302298700105,headlineOfferDocid:8300206302298700105,imageDocid:8678640014546014767,rds:PC_5259799898758095716|PROD_PC_5259799898758095716,pvt:a&hl=en&gl=in&udm=28",1,,"Court Order (Indian sneaker reseller); collab resale price, no clear reference"
in_nike-air-force-1_4,Nike Air Force 1,in,4,Nike Air Force 1 Mid Flax Outdoor Green,StockX,"₹7,192.35",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:14421276875684464537,headlineOfferDocid:14421276875684464537,imageDocid:8545547070920224916,rds:PC_5259799898758095716|PROD_PC_5259799898758095716,pvt:a&hl=en&gl=in&udm=28",1,1,"StockX; ₹7,192 below retail"
in_nike-air-force-1_5,Nike Air Force 1,in,5,Nike Air Force 1 Mid Flax Outdoor Green,StockX,"₹7,192.35",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:15737765887089345908,headlineOfferDocid:15737765887089345908,imageDocid:8545547070920224916,rds:PC_5259799898758095716|PROD_PC_5259799898758095716,pvt:a&hl=en&gl=in&udm=28",1,1,"StockX; ₹7,192 below retail"
in_nike-air-force-1_6,Nike Air Force 1,in,6,【US11】 NIKE AIR FORCE 1 LOW RETRO PRM IM3078-200 【DS】,wormtokyo.com,"₹8,237.96",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:13653598138095108091,headlineOfferDocid:13653598138095108091,imageDocid:17997212741558725700,rds:PC_17539251094680984318|PROD_PC_17539251094680984318,pvt:a&hl=en&gl=in&udm=28",,,"wormtokyo.com: overseas shop, couldn't verify"
in_nike-air-force-1_7,Nike Air Force 1,in,7,Nike Air Force 1 Mid White/White 9,stencil.co.nz,"₹11,700",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:1401025453858274475,headlineOfferDocid:1401025453858274475,imageDocid:9847877109175187061,rds:PC_5259799898758095716|PROD_PC_5259799898758095716,pvt:a&hl=en&gl=in&udm=28",,,"stencil.co.nz: overseas shop, couldn't verify"
in_nike-air-force-1_8,Nike Air Force 1,in,8,Buy Nike Air Force 1 Retro Premium Women's Shoes Oatmeal/Pale Ivory-Oatmeal | Superkicks 4,Superkicks,"₹10,795",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:17088993148476151885,headlineOfferDocid:17088993148476151885,imageDocid:5828129617227377348,rds:PC_230108509779077599|PROD_PC_230108509779077599,pvt:a&hl=en&gl=in&udm=28",1,0,Superkicks (authorised retailer); retail price
in_nike-air-force-1_9,Nike Air Force 1,in,9,Nike Air Force 1 Black/White UK 10.5 / Ships In 28 Days,Mainstreet Marketplace,"₹14,199",,"https://www.google.com/search?ibp=oshop&q=Nike Air Force 1&prds=productid:7809781384635283906,headlineOfferDocid:7809781384635283906,imageDocid:13111651108264969732,rds:PC_17847231456649171432|PROD_PC_17847231456649171432,pvt:a&hl=en&gl=in&udm=28",0,,"Mainstreet: reported cash crunch, unprocessed refunds, delayed deliveries"
in_philips-air-fryer_0,Philips air fryer,in,0,Philips Gc1920 Steam Iron,vlebazaar.in,"₹1,363.12","₹1,549","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:9356681115172578884,productid:15221036266349484713,headlineOfferDocid:2663503240941397352,imageDocid:14214209751168626388,rds:PC_13639306981918921453|PROD_PC_13639306981918921453,gpcid:13639306981918921453,mid:576462716881547789,pvt:hg&hl=en&gl=in&udm=28",0,,"vlebazaar.in: 2.1★, 74% negative — used/defective items, refunds not processed"
in_philips-air-fryer_1,Philips air fryer,in,1,"Philips Multi Grooming Kit MG3760/33, 11-in-1, Face, Head and Body",Flipkart,"₹1,881","41% off₹3,195","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:7533000827797124193,productid:1604303444267441319,headlineOfferDocid:12937159183767769169,imageDocid:10092388752972423355,rds:PC_11869102693352024032|PROD_PC_11869102693352024032,gpcid:11869102693352024032,mid:576462725899274669,pvt:hg&hl=en&gl=in&udm=28",1,0,"Flipkart; MG3760 usually ~₹1,800-2,000"
in_philips-air-fryer_2,Philips air fryer,in,2,Philips 15w Round Astraglow Surface Dl 3in1 Ceiling Light Ceiling Lamp,Flipkart,"₹1,965","47% off₹3,720","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:10644189051791912084,productid:14394007965357975912,headlineOfferDocid:6357081596354445840,imageDocid:1198386778736672760,gpcid:15756790772544763989,mid:576462549118253351,pvt:hg&hl=en&gl=in&udm=28",1,,Flipkart; unfamiliar product price
in_philips-air-fryer_3,Philips air fryer,in,3,"Ninja Foodi FlexDrawer Air Fryer, Dual Zone, Black and Copper",ubuy.co.in,"₹13,790","Was ₹22,195","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:4660222822366431736,productid:5591442822261109198,headlineOfferDocid:6810128500309079906,imageDocid:14096157952261941081,rds:PC_16582210005645934722|PROD_PC_16582210005645934722,gpcid:16582210005645934722,mid:576462888393481472,pvt:hg&hl=en&gl=in&udm=28",1,1,"ubuy import; Ninja FlexDrawer ₹13,790 ≈ below US price converted"
in_philips-air-fryer_4,Philips air fryer,in,4,Philips i9000 Prestige Ultra Rechargeable Cordless Electric Shaver for Face & Neck for Men,ubuy.co.in,"₹40,249","Was ₹52,832","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:12075434071624962106,productid:10430999244153361914,headlineOfferDocid:12309014617331011646,imageDocid:4269418979579882181,rds:PC_7658446931783253690|PROD_PC_7658446931783253690,gpcid:7658446931783253690,mid:576462567986641362,pvt:hg&hl=en&gl=in&udm=28",1,0,ubuy import; i9000 Prestige far above India price
in_philips-air-fryer_5,Philips air fryer,in,5,Philips MMS8085B 94 2.1 Channel Convertible Multimedia Speaker System,Electronix Hub,"₹4,890","Usually ₹7,089","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:3378773772249853115,productid:12530561253984463454,headlineOfferDocid:7325207501617134183,imageDocid:14770795604693632930,gpcid:7587799304893983097,pvt:hg&hl=en&gl=in&udm=28",1,1,"Electronix Hub (Kolkata store); speaker ₹4,890 below usual ~₹5.5-6k"
in_philips-air-fryer_6,Philips air fryer,in,6,Philips 94 Truly Wireless Earbuds with ANC Quad Mic ENC,dailydeals365.in,₹900,"Usually ₹1,299","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:4451131715560636097,productid:17863635215063477901,headlineOfferDocid:14706375845220926229,imageDocid:2382917295876577593,rds:PC_8345260253360208125|PROD_PC_8345260253360208125,gpcid:8345260253360208125,mid:576462823178559266,pvt:hg&hl=en&gl=in&udm=28",0,,"dailydeals365.in: many reports of fake/wrong products, hidden owner"
in_philips-air-fryer_7,Philips air fryer,in,7,Havells AirOven Digi 1500W with Aero Crisp Technology Air Fryer,Tradeindia.com,"₹10,339","Usually ₹13,995","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:15278544603493580456,productid:12074270623587943483,headlineOfferDocid:15268109478831832768,imageDocid:4045618632075579686,rds:PC_13455748201791948579|PROD_PC_13455748201791948579,gpcid:13455748201791948579,mid:576462408596826609,pvt:hg&hl=en&gl=in&udm=28",,,"Tradeindia: B2B marketplace, seller unknown"
in_philips-air-fryer_8,Philips air fryer,in,8,Nike Alphafly 2 'Eliud Kipchoge' Men's Road Racing Shoes,Hustle Club,"₹28,499","Usually ₹30,757","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:4251424674833165743,productid:9428304033529415856,headlineOfferDocid:16660896466072307420,imageDocid:9875291874140297992,rds:PC_5728585347296483630|PROD_PC_5728585347296483630,gpcid:5728585347296483630,pvt:hg&hl=en&gl=in&udm=28",1,0,Hustle Club (authenticated sneakers); above Nike retail
in_philips-air-fryer_9,Philips air fryer,in,9,Men Puma F1 Trinity 2.0 Sneakers,Myntra,"₹3,239","Usually ₹3,599","https://www.google.com/search?ibp=oshop&q=Philips air fryer&prds=catalogid:6055642529950546544,productid:9234994563894485283,headlineOfferDocid:11722767881545389934,imageDocid:13035277782702477068,rds:PC_903776072281724513|PROD_PC_903776072281724513,gpcid:903776072281724513,mid:576462567059377074,pvt:hg&hl=en&gl=in&udm=28",1,,Myntra; can't judge usual price
in_prestige-pressure-cooker_0,Prestige pressure cooker,in,0,Judge by Prestige Ace Plus Outer Lid Aluminium Pressure Cooker 3 L,Judge by Prestige,₹999,,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:587053320660758073,productid:2590397251950855773,headlineOfferDocid:11693851473382747717,imageDocid:3396220538157000586,rds:PC_14924883526060683653|PROD_PC_14924883526060683653,gpcid:14924883526060683653,mid:576462815376414239,pvt:hg&hl=en&gl=in&udm=28",1,0,Judge by Prestige (TTK brand store); typical price
in_prestige-pressure-cooker_1,Prestige pressure cooker,in,1,Prestige Aluminium Popular Plus Svachh Pressure Cooker,TTK PrestigeLimited,"₹3,195",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:10601346617042935339,productid:7404568371423948043,headlineOfferDocid:10517726673172016103,imageDocid:6153053276570726819,rds:PC_6402584726283840390|PROD_PC_6402584726283840390,gpcid:6402584726283840390,mid:576462859595635052,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_2,Prestige pressure cooker,in,2,Prestige Nakshatra Cute Induction Bottom Pressure Cooker,TTK PrestigeLimited,"₹2,245",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:9503521867312171282,productid:15344421365768040914,headlineOfferDocid:15397899594849486323,imageDocid:6229024126740229914,rds:PC_14076442619367490696|PROD_PC_14076442619367490696,gpcid:14076442619367490696,mid:576462808075701092,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_3,Prestige pressure cooker,in,3,Prestige Nakshatra Svachh Pressure Cooker,TTK PrestigeLimited,"₹1,150",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:15775528520562247302,productid:14700205898107196904,headlineOfferDocid:1697038924625121775,imageDocid:15673272641937419968,rds:PC_166506406943429032|PROD_PC_166506406943429032,gpcid:166506406943429032,mid:576462808305606621,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_4,Prestige pressure cooker,in,4,Prestige Svachh Aluminium Pressure Cooker,TTK PrestigeLimited,"₹2,455",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:13898905933953955889,productid:7391494019308188152,headlineOfferDocid:11129250977596823015,imageDocid:15300728540796685113,rds:PC_1483961799983594063|PROD_PC_1483961799983594063,gpcid:1483961799983594063,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_5,Prestige pressure cooker,in,5,Prestige Flip-on Tri-ply Outer Lid Induction Bottom Pressure Cooker,TTK PrestigeLimited,"₹5,570",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:196447986531628156,productid:13492574898491968637,headlineOfferDocid:6823362143673912861,imageDocid:11832758487456618501,gpcid:2144194903050588363,mid:576462788887052145,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_6,Prestige pressure cooker,in,6,Prestige Svachh Nakshatra Plus Aluminium Handi Pressure Cooker,TTK PrestigeLimited,"₹1,970",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:14265940451897285765,productid:15321610692761847151,headlineOfferDocid:10836555619334647968,imageDocid:6301911455395620352,rds:PC_6337520286780504360|PROD_PC_6337520286780504360,gpcid:6337520286780504360,mid:576462477907527730,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_7,Prestige pressure cooker,in,7,Judge By Ttk Prestige Basics Pressure Cooker,Judge by Prestige,"₹1,005",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:16113792888785353076,productid:299368170042728987,headlineOfferDocid:10170844933197259392,imageDocid:1693031673753024741,rds:PC_14124811765936248080|PROD_PC_14124811765936248080,gpcid:14124811765936248080,mid:576462858995859820,pvt:hg&hl=en&gl=in&udm=28",1,0,Judge by Prestige; typical price
in_prestige-pressure-cooker_8,Prestige pressure cooker,in,8,Prestige Popular Stainless Steel Pressure Cooker,TTK PrestigeLimited,"₹2,030",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:2577066969792522261,productid:11565599601658990595,headlineOfferDocid:14316899865242960093,imageDocid:78013863876100163,rds:PC_4542249019630380259|PROD_PC_4542249019630380259,gpcid:4542249019630380259,mid:576462705172579045,pvt:hg&hl=en&gl=in&udm=28",1,0,TTK Prestige official store; MRP-level
in_prestige-pressure-cooker_9,Prestige pressure cooker,in,9,Judge by Prestige Ace Plus Inner Lid Aluminium Pressure Cooker 3.0 L,Judge by Prestige,"₹1,099",,"https://www.google.com/search?ibp=oshop&q=Prestige pressure cooker&prds=catalogid:10885616119522899164,productid:4687322674176618292,headlineOfferDocid:2424005591259003524,imageDocid:2255791792524117947,rds:PC_13313213442889239381|PROD_PC_13313213442889239381,gpcid:13313213442889239381,mid:576462859934825067,pvt:hg&hl=en&gl=in&udm=28",1,0,Judge by Prestige; typical price
in_atomic-habits-book_0,Atomic Habits book,in,0,Atomic Habits by James Clear,,£18+,,,,,no seller: Google compare-price card
in_atomic-habits-book_1,Atomic Habits book,in,1,Homo Deus: A Brief History of Tomorrow,Sheetal Online Fashion Store,₹250,Usually ₹449,"https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:15548616738923784134,productid:7535524577486215162,headlineOfferDocid:16944160268320035982,imageDocid:6081735235096324079,rds:PC_13996559202119409481|PROD_PC_13996559202119409481,gpcid:13996559202119409481,mid:576462255515395612,pvt:hg&hl=en&gl=in&udm=28",,,"Sheetal Online Fashion Store: clothing shop selling books, couldn't verify"
in_atomic-habits-book_2,Atomic Habits book,in,2,The Genetic Effects of Radiation,amazon.in,₹500,Was ₹768,"https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=productid:13237236568748162148,headlineOfferDocid:13237236568748162148,imageDocid:6455151349213987611,pvt:hg&hl=en&gl=in&udm=28",1,,"amazon.in; niche book, no reference"
in_atomic-habits-book_3,Atomic Habits book,in,3,Acceptance and Commitment Therapy For Dummies,amazon.in,"₹1,383.99","Was ₹2,650","https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=productid:9687746529216185558,headlineOfferDocid:9687746529216185558,imageDocid:10057974880110129027,rds:PC_5003267545442321113|PROD_PC_5003267545442321113,pvt:hg&hl=en&gl=in&udm=28",1,,"amazon.in; import edition, no reference"
in_atomic-habits-book_4,Atomic Habits book,in,4,Activate Your Life,amazon.in,₹819,,"https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:397708605076802361,productid:5607447585410546659,headlineOfferDocid:1990165004856604706,imageDocid:5180062058681545268,rds:PC_12259145631514176394|PROD_PC_12259145631514176394,gpcid:12259145631514176394,mid:576462473226446726,pvt:hg&hl=en&gl=in&udm=28",1,,amazon.in; no reference
in_atomic-habits-book_5,Atomic Habits book,in,5,Total Body Transformation Secrets: Fitness Concepts Formula - Paperback,atlanticbooks.com,"₹3,432",,"https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:10045684912119169528,productid:4805043123069145871,headlineOfferDocid:4958348906916792433,imageDocid:8176514154048996485,gpcid:10958470557165321725,mid:576462654509491898,pvt:hg&hl=en&gl=in&udm=28",1,0,"atlanticbooks (Bookscape); ₹3,432 for a paperback"
in_atomic-habits-book_6,Atomic Habits book,in,6,Hat Your Body Knows about Happiness,atlanticbooks.com,"₹1,317","Usually ₹2,027","https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:2654208444342867350,productid:4308782172772664251,headlineOfferDocid:15738747922268257446,imageDocid:14770840381205406836,gpcid:7137776652743832677,mid:576462852069361723,pvt:hg&hl=en&gl=in&udm=28",1,,"atlanticbooks; import title, no reference"
in_atomic-habits-book_7,Atomic Habits book,in,7,1 2 3 the Countdown to Success Has Begun | Bookscape,atlanticbooks.com,"₹1,013","Usually ₹1,888","https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:12740531431378052356,productid:1553676291823604176,headlineOfferDocid:886332000707795,imageDocid:7805698038112256674,gpcid:17818766875294590796,mid:576462876322717973,pvt:hg&hl=en&gl=in&udm=28",1,,"atlanticbooks; import title, no reference"
in_atomic-habits-book_8,Atomic Habits book,in,8,Tough Shit | Bookscape,atlanticbooks.com,"₹2,070","Usually ₹2,523","https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=catalogid:11275176066741013999,productid:3759200264053954399,headlineOfferDocid:6520534422017159599,imageDocid:7854005308246009269,gpcid:4702385739125689825,mid:576462848798015072,pvt:hg&hl=en&gl=in&udm=28",1,,"atlanticbooks; import title, no reference"
in_atomic-habits-book_9,Atomic Habits book,in,9,The Human Aura: Astral Colors and Thought Forms,amazon.in,₹640,Was ₹911,"https://www.google.com/search?ibp=oshop&q=Atomic Habits book&prds=productid:6259813394314560880,headlineOfferDocid:6259813394314560880,imageDocid:13501168960086761338,pvt:hg&hl=en&gl=in&udm=28",1,,amazon.in; no reference
in_lego-technic_0,LEGO Technic,in,0,42100 LEGO Technic Liebherr Excavator R 9800,Amazon.in,"₹1,49,999",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:5660225029657694400,productid:6837212660521183015,headlineOfferDocid:9160996909963424169,imageDocid:2447111097102628143,rds:PC_1634529540406341432|PROD_PC_1634529540406341432,gpcid:1634529540406341432,mid:576462580068786898,pvt:hg&hl=en&gl=in&udm=28",1,0,Amazon.in; retired 42100 at ₹1.5L collector price
in_lego-technic_1,LEGO Technic,in,1,LEGO 42173 Technic Koenigsegg Jesko Absolut Grey Hypercar,Zatu Games,"₹5,122.73","Usually ₹5,651","https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:11199329460744650314,productid:1326316026299349922,headlineOfferDocid:18315256508988998507,imageDocid:8811120940544478555,rds:PC_6076125614169413941|PROD_PC_6076125614169413941,gpcid:6076125614169413941,mid:576462782143667237,pvt:hg&hl=en&gl=in&udm=28",1,1,Zatu Games (UK retailer); below India MRP
in_lego-technic_2,LEGO Technic,in,2,LEGO Technic Monster Jam Grave Digger Fire and Ice 42219,Zepto,"₹2,279",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:16090356841733642488,productid:8643211284688361625,headlineOfferDocid:16581186390105381128,imageDocid:564814527716193839,rds:PC_15568896258195513594|PROD_PC_15568896258195513594,gpcid:15568896258195513594,mid:576462849521619403,pvt:hg&hl=en&gl=in&udm=28",1,0,Zepto; at MRP
in_lego-technic_3,LEGO Technic,in,3,LEGO 42224 Technic Porsche 911 GT3 R REXY AO Racing Car,Hamleys India,"₹14,249","₹14,999","https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:9031219089669127760,productid:18162139886516793386,headlineOfferDocid:1883343183873497441,imageDocid:11887121424403671164,rds:PC_11963966554156828322|PROD_PC_11963966554156828322,gpcid:11963966554156828322,mid:576462523855220360,pvt:hg&hl=en&gl=in&udm=28",1,0,Hamleys; 5% off MRP
in_lego-technic_4,LEGO Technic,in,4,LEGO Technic 42172 McLaren P1,Flipkart,"₹24,718","40% off₹41,199","https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:17404117116149674888,productid:1680097461934132072,headlineOfferDocid:10509687398933001901,imageDocid:4456974358216306498,rds:PC_11278141368995964244|PROD_PC_11278141368995964244,gpcid:11278141368995964244,mid:576462525334951734,pvt:hg&hl=en&gl=in&udm=28",1,1,Flipkart; 40% off MRP
in_lego-technic_5,LEGO Technic,in,5,LEGO 42212 Technic Ferrari FXX K,Amazon.in,"₹6,849",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:2860852073587293466,productid:2100729820457818758,headlineOfferDocid:7551517957129537480,imageDocid:6237271644612492081,rds:PC_6382919986765105484|PROD_PC_6382919986765105484,gpcid:6382919986765105484,mid:576462814449578320,pvt:hg&hl=en&gl=in&udm=28",1,,Amazon.in; unsure of MRP
in_lego-technic_6,LEGO Technic,in,6,LEGO 42165 Technic Mercedes-AMG F1 W14 E Performance Pull-Back,sams toy world,"₹2,389",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:17943257622393828380,productid:6904861186067385724,headlineOfferDocid:3676283344029251011,imageDocid:18220266997500045478,rds:PC_10636680962038800519|PROD_PC_10636680962038800519,gpcid:10636680962038800519,mid:576462472768944143,pvt:hg&hl=en&gl=in&udm=28",1,0,Sam's Toy World (Ahmedabad chain); ~MRP
in_lego-technic_7,LEGO Technic,in,7,LEGO 42223 Technic 1966 Ford GT40 MKII Race Car,Toycra,"₹5,799","₹7,999","https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:11447158931479057514,productid:14413995527443386542,headlineOfferDocid:2261157079239622168,imageDocid:14557692236757162009,rds:PC_3491608356004747974|PROD_PC_3491608356004747974,gpcid:3491608356004747974,mid:576462523761206643,pvt:hg&hl=en&gl=in&udm=28",1,1,Toycra; 27% off MRP
in_lego-technic_8,LEGO Technic,in,8,LEGO 42213 Technic Ford Bronco SUV,Hamleys India,"₹6,079",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:5047555126132856048,productid:1895879098884962771,headlineOfferDocid:4305388827657420612,imageDocid:12331726407962835480,rds:PC_7470357311460898967|PROD_PC_7470357311460898967,gpcid:7470357311460898967,mid:576462543504127034,pvt:hg&hl=en&gl=in&udm=28",1,0,Hamleys; ~MRP
in_lego-technic_9,LEGO Technic,in,9,LEGO 42207 Technic Ferrari SF-24 F1 Car,Amazon.in,"₹20,609",,"https://www.google.com/search?ibp=oshop&q=LEGO Technic&prds=catalogid:9365259011364684856,productid:15345821655017661107,headlineOfferDocid:16635710898651079556,imageDocid:15663753684966341474,rds:PC_6519170701753097852|PROD_PC_6519170701753097852,gpcid:6519170701753097852,mid:576462819859952449,pvt:hg&hl=en&gl=in&udm=28",1,0,Amazon.in; ~MRP
in_maybelline-foundation_0,Maybelline foundation,in,0,"Maybelline Medium Coverage Foundation: Oil Control & 16-Hour Wear, Shop Now! | foundation makeup matte fit me foundation and powder foundation ysl",Purplle.com - Purplle Beauty Shop,₹422,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:7106910651110008755,headlineOfferDocid:7106910651110008755,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_1,Maybelline foundation,in,1,"Maybelline Medium Coverage Foundation: Oil Control & 16-Hour Wear, Shop Now! | foundation makeup matte fit me foundation and powder foundation ysl",Purplle.com - Purplle Beauty Shop,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:7978408223492596067,headlineOfferDocid:7978408223492596067,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_2,Maybelline foundation,in,2,"Maybelline New York Fit Me Matte+Poreless Liquid Foundation 16H Oil Control - 125 Nude Beige, 30 ml(Foundation)",Purplle.com - Purplle Beauty Shopping,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:1324666950122091122,headlineOfferDocid:1324666950122091122,imageDocid:3953956486772752434,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_3,Maybelline foundation,in,3,"Maybelline Medium Coverage Liquid Foundation in Light Beige, Matte Finish, SPF 22, 16H Wear | foundation routine for oily skin pro artist light weight",Purplle.com - Purplle Shop,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:13584734625233486709,headlineOfferDocid:13584734625233486709,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_4,Maybelline foundation,in,4,"Maybelline Liquid Foundation, Medium Coverage: Ideal for Normal to Oily Skin, 18 ml | foundation cream oily skin bb cream best oily skin foundation",Purplle.com - Purplle Shop,₹181,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:1861676014485951399,headlineOfferDocid:1861676014485951399,imageDocid:4679999476896109757,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_5,Maybelline foundation,in,5,"Maybelline SPF 22 Matte Foundation Light Beige, Medium Coverage, Oil Control, 30ml, Lightweight | lakme absolute foundation cream bb foundation",Purplle.com - Purplle Beauty Shop,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:3209157485542252923,headlineOfferDocid:3209157485542252923,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
in_maybelline-foundation_6,Maybelline foundation,in,6,"Maybelline Lightweight Foundation for Normal to Oily Skin, SPF 22, Light Beige, 30ml | faces canada 3 in 1 foundation oily skin foundation",Purplle.com - Beauty Online,₹376,,"https://www.google.com/search?ibp=oshop&q=Maybelline foundation&prds=productid:9040351306984651187,headlineOfferDocid:9040351306984651187,imageDocid:12489452526356448415,rds:PC_6870175893233233427|PROD_PC_6870175893233233427,pvt:hg&hl=en&gl=in&udm=28",1,0,Purplle; usual online price
